pickup_node_id,dropoff_node_id,pickup_time_since_midnight,dropoff_time_since_midnight,chain_id,chain_order
3983,2605,32490,32743,23,27
2385,4647,33300,33354,23,28
3955,8175,33330,33871,23,29
8263,855,34200,34603,23,30
2743,4641,34230,34724,23,31
8603,9895,35100,35696,23,32
1987,595,35130,35196,23,33
3442,10317,35160,35246,23,34
4311,595,35190,35342,23,35
595,3931,35280,35716,23,36
5601,1986,35400,35668,23,37
225,7087,36000,36559,23,38
1564,225,36030,36198,23,39
9046,933,36060,36479,23,40
4654,4671,36090,36162,23,41
8263,855,36120,36523,23,42
8518,3679,36900,37882,23,43
1780,4638,36930,37383,23,44
4925,1857,36960,37240,23,45
7346,1726,36990,37100,23,46
1425,855,37800,38338,23,47
4641,7344,37830,38302,23,48
4414,3741,38700,39168,23,49
8008,1098,38730,39142,23,50
4082,10686,38760,39654,23,51
1695,1309,39600,39971,23,52
8263,5124,39630,40332,23,53
8773,3922,39660,40395,23,54
1695,6950,39690,40005,23,55
3679,3456,40080,41227,23,56
3780,4918,40500,41406,23,57
4650,9775,40530,40682,23,58
3136,9010,40560,41486,23,59
4259,4638,41400,41851,23,60
10393,4707,43200,43627,23,61
1917,3287,43230,43585,23,62
5097,1607,43260,44269,23,63
2401,225,44100,44827,23,64
4550,5769,44130,44519,23,65
3679,5216,44160,45141,23,66
6950,925,45000,45887,23,67
3152,8263,45030,45224,23,68
1917,3287,45900,46255,23,69
6955,1857,45930,46185,23,70
7778,10180,46800,47205,23,71
6106,8663,46830,47805,23,72
4134,6382,46860,47326,23,73
4650,4313,46890,47347,23,74
4918,9118,46920,48024,23,75
1917,3287,47700,48055,23,76
4446,5139,47730,48264,23,77
4641,3955,48600,49095,23,78
8392,3996,48630,49098,23,79
1917,3287,48660,49015,23,80
4641,4092,48690,49083,23,81
595,5230,48720,48802,23,82
5714,595,49500,49864,23,83
517,5992,49530,49932,23,84
4671,8663,49560,50454,23,85
5124,1190,50400,50466,23,86
9895,6464,50430,51396,23,87
1446,3351,50460,51024,23,88
595,5230,50490,50572,23,89
4650,8518,50520,50652,23,90
4650,1045,50550,50627,23,91
2605,3983,51000,51202,23,92
5097,6027,51300,51673,23,93
4650,4500,51330,51514,23,94
8764,3063,51360,51831,23,95
595,1987,51390,51456,23,96
4638,5902,52200,52464,23,97
595,4311,52230,52382,23,98
7960,7370,52500,53281,23,99
8215,6411,53700,54580,23,100
5688,8259,54000,54348,23,101
2898,5346,54900,54978,23,102
4641,7778,55800,56099,23,103
4536,4638,55830,56262,23,104
5172,4693,55860,56087,23,105
2595,3708,55890,56605,23,106
5912,4925,55920,56680,23,107
4641,3957,55950,56236,23,108
10317,790,56400,56755,23,109
5550,1678,56700,57365,23,110
4650,7132,57600,57868,23,111
2787,6955,59400,59883,23,112
4927,1704,59430,60343,23,113
2887,6361,59460,59700,23,114
1446,8879,59490,60462,23,115
2787,4358,59520,60248,23,116
2787,8603,59550,60182,23,117
1831,5230,60300,60490,23,118
1857,4925,63000,63339,23,119
8879,7651,63030,63711,23,120
2436,8327,66600,67428,23,121
595,2679,67500,67767,23,122
9895,8603,68400,69015,23,123
1188,2987,72000,72951,23,124
10686,4082,76500,77378,23,125
4865,4691,77400,77969,23,126
236,595,15060,15584,24,0
3931,595,16500,16921,24,1
2726,595,18900,19421,24,2
229,2898,18930,19199,24,3
7344,4641,18960,19432,24,4
855,8263,19200,19602,24,5
4666,8175,19800,19962,24,6
2588,8175,19830,19954,24,7
5856,8175,19860,20418,24,8
8327,1695,22500,22774,24,9
1905,10243,23400,23513,24,10
7573,6639,25200,25691,24,11
5139,4446,26100,26634,24,12
8773,5097,26400,27005,24,13
8879,1446,26430,27354,24,14
8773,5097,27000,27605,24,15
6382,5097,27030,27367,24,16
7127,6431,27060,27990,24,17
2770,1431,27900,28331,24,18
9284,4638,27930,29025,24,19
8603,2787,27960,28607,24,20
3920,4911,28800,29746,24,21
5468,3114,28830,29296,24,22
4358,1446,28860,30043,24,23
6027,5097,28890,29263,24,24
9284,4638,28920,30015,24,25
5468,8958,28950,30106,24,26
1045,4650,29700,29777,24,27
757,10173,29730,30274,24,28
8518,4650,29760,29892,24,29
2629,1695,29790,29919,24,30
3351,1446,29820,30387,24,31
4358,1446,29850,31033,24,32
2936,2787,29880,30711,24,33
3721,5097,29910,30850,24,34
1045,4650,30600,30677,24,35
8518,3679,30630,31612,24,36
4819,8263,30660,30816,24,37
595,3746,30690,30847,24,38
5052,4707,30720,31686,24,39
8266,1264,30750,31118,24,40
6683,10243,31500,32480,24,41
6997,1485,31530,32484,24,42
2545,595,32400,32742,24,43
855,8768,32430,32817,24,44
4639,4419,32460,32716,24,45
6541,7778,32490,32922,24,46
9118,4918,32520,33627,24,47
3063,4707,32550,32995,24,48
1526,7026,32580,33053,24,49
5718,10686,32610,33345,24,50
4925,5912,32700,33445,24,51
7451,4638,33300,34118,24,52
5718,10686,33330,34065,24,53
3983,2605,33360,33613,24,54
8259,2898,33390,33689,24,55
2385,4647,33420,33474,24,56
3955,8175,33450,33991,24,57
2545,595,33480,33822,24,58
9118,7184,33510,33913,24,59
4925,5912,33540,34285,24,60
6150,4446,33570,33848,24,61
2960,2898,34200,34422,24,62
1905,8179,34230,34482,24,63
5930,2554,34260,34299,24,64
5715,8175,35100,35251,24,65
6903,9895,35130,35443,24,66
6683,1190,35160,35363,24,67
4311,595,35190,35342,24,68
4648,3165,35220,35905,24,69
790,10317,35250,35606,24,70
1987,595,35280,35346,24,71
4654,4671,36000,36072,24,72
2387,4795,36030,37174,24,73
1726,8974,36060,36772,24,74
4693,4648,36090,36546,24,75
4648,1789,36120,36536,24,76
8603,9895,36150,36746,24,77
7032,4649,36180,36961,24,78
9284,10638,36210,36695,24,79
595,3053,36480,36722,24,80
3451,5124,36900,37289,24,81
595,3053,36930,37172,24,82
4358,1892,36960,37777,24,83
4658,4638,36990,37145,24,84
3063,8764,37020,37468,24,85
10496,5598,37050,37777,24,86
1911,10484,37080,37264,24,87
595,236,37110,37593,24,88
1594,2898,37800,38165,24,89
4918,5101,37830,37912,24,90
9284,10638,37860,38345,24,91
1446,4358,37890,39056,24,92
595,5897,37920,37984,24,93
517,5230,37950,38872,24,94
4925,921,37980,38561,24,95
1526,7961,38700,39371,24,96
8755,6383,39600,40346,24,97
7132,4650,39630,39898,24,98
1695,8327,39660,40009,24,99
1695,1309,39690,40061,24,100
8764,1905,39720,40489,24,101
1917,3287,39750,40105,24,102
6204,7778,40500,40928,24,103
4641,7344,40530,41002,24,104
7777,4638,40560,40801,24,105
934,8179,40590,41713,24,106
4647,2385,41400,41454,24,107
6383,10484,43200,43847,24,108
5971,10496,43230,43928,24,109
4641,4092,43260,43653,24,110
4709,7032,43290,44147,24,111
10393,4707,43320,43747,24,112
1779,2771,43350,44094,24,113
9954,4637,43500,44060,24,114
1987,7002,43800,44225,24,115
10111,8879,44100,44261,24,116
4638,9284,44130,45181,24,117
7777,6106,44160,44402,24,118
8603,2826,44400,44909,24,119
1726,7777,44700,45623,24,120
10455,1019,45000,45431,24,121
10111,8879,45030,45191,24,122
2690,4638,45060,45393,24,123
1917,3287,45090,45445,24,124
6411,8215,45900,46825,24,125
4419,4638,45930,46202,24,126
7617,1780,46800,47485,24,127
6106,8663,46830,47805,24,128
8263,4819,46860,47014,24,129
6106,4541,46890,47329,24,130
7114,928,46920,47246,24,131
10243,1100,47400,47775,24,132
5044,1726,47700,48802,24,133
4648,7778,47730,48089,24,134
1917,3287,47760,48115,24,135
6106,573,48300,49833,24,136
2605,3983,48600,48802,24,137
5097,6027,48630,49003,24,138
9723,5468,48660,49398,24,139
3741,8796,48690,49236,24,140
6204,9284,48720,49943,24,141
6411,8215,48750,49675,24,142
7875,8410,49200,50382,24,143
7893,6950,49500,49616,24,144
4641,4092,49530,49923,24,145
5468,7875,49560,49975,24,146
3741,8796,49590,50136,24,147
7919,3545,49620,50201,24,148
7778,1190,49650,50097,24,149
4647,2385,49680,49734,24,150
4927,4541,50100,51034,24,151
1704,4927,50400,51314,24,152
595,7132,50430,50914,24,153
9170,7778,50460,51428,24,154
8847,8663,50490,50974,24,155
595,1987,50520,50586,24,156
5097,8773,50550,51155,24,157
3383,3679,50580,51645,24,158
4647,2385,51000,51054,24,159
7450,595,51300,51390,24,160
4641,2012,51330,51738,24,161
4089,7127,51360,51708,24,162
1190,820,51390,51594,24,163
2382,3063,51420,51522,24,164
4650,4500,51450,51634,24,165
2679,595,51480,51747,24,166
5314,8394,52200,52885,24,167
3603,4638,52230,52411,24,168
4446,6150,52260,52538,24,169
595,7132,52290,52774,24,170
9015,7158,52320,52620,24,171
1190,7778,53100,53528,24,172
5097,3721,53130,54043,24,173
8215,6411,53700,54580,24,174
8825,4638,54000,55000,24,175
5688,8259,54030,54378,24,176
5971,4541,54060,54888,24,177
8847,1526,54900,55910,24,178
7026,6115,54930,54966,24,179
10317,6884,54960,55249,24,180
8768,1232,55800,56357,24,181
8537,9147,55830,56472,24,182
4536,4638,55860,56292,24,183
8175,5715,55890,56041,24,184
4650,4500,55920,56104,24,185
10317,790,56400,56755,24,186
8537,9147,56430,57072,24,187
5550,1678,56700,57365,24,188
595,1987,56730,56796,24,189
921,4925,56760,57403,24,190
805,3878,56790,56948,24,191
10638,9284,57600,58034,24,192
4649,769,57630,58003,24,193
6106,2534,57900,58657,24,194
9895,6464,59400,60366,24,195
2787,8603,59430,60062,24,196
2787,4358,59460,60188,24,197
5971,6997,59490,60138,24,198
2887,6361,59520,59760,24,199
10243,1905,59550,59650,24,200
7893,6950,59580,59696,24,201
9147,4855,59610,59845,24,202
2787,2936,59640,60512,24,203
2787,6955,59670,60153,24,204
928,2770,59700,60054,24,205
2787,8141,59730,60848,24,206
8879,7651,63000,63681,24,207
595,2679,67500,67767,24,208
3297,2770,72000,72386,24,209
225,5103,72600,73457,24,210
236,595,15300,15824,25,0
5839,595,15600,16151,25,1
5586,595,17400,17677,25,2
2726,4641,18900,19754,25,3
2726,595,18930,19451,25,4
229,2898,18960,19229,25,5
855,8263,19200,19602,25,6
2588,8175,19800,19924,25,7
3498,1695,20700,21458,25,8
9147,8537,20730,21375,25,9
6950,1695,22500,22817,25,10
1309,1695,22530,22904,25,11
8327,1695,22560,22834,25,12
1905,10243,23400,23513,25,13
5139,4446,26100,26634,25,14
8879,1446,26400,27324,25,15
6361,2887,27000,27221,25,16
6382,4134,27030,27496,25,17
2770,3996,27900,28071,25,18
2770,1431,27930,28361,25,19
2826,4638,28800,29381,25,20
2936,2787,28830,29661,25,21
2629,1695,28860,28989,25,22
6027,5097,28890,29263,25,23
3287,1917,28920,29293,25,24
6955,2787,28950,29433,25,25
3721,5097,28980,29920,25,26
7778,2382,29700,30311,25,27
5817,4707,29730,30333,25,28
2629,1695,29760,29889,25,29
4613,7778,29790,30980,25,30
1553,8603,29820,30777,25,31
8796,3741,29850,30398,25,32
595,3746,30600,30757,25,33
3152,8263,31500,31694,25,34
7087,225,31530,32098,25,35
6328,6268,31560,31932,25,36
3545,7919,32400,32973,25,37
9118,4918,32430,33537,25,38
2743,4641,33300,33794,25,39
8259,2898,33330,33629,25,40
8410,7875,33360,34554,25,41
1564,2382,33390,34092,25,42
6443,4648,33900,34909,25,43
2012,4641,34200,34559,25,44
5230,595,34230,34312,25,45
2960,2898,34260,34482,25,46
10496,5598,34290,35017,25,47
7893,4925,34800,35161,25,48
5715,8175,35100,35251,25,49
790,10317,35130,35486,25,50
4311,595,35160,35312,25,51
7777,2898,35190,35509,25,52
4638,3456,35400,35910,25,53
1941,2898,36000,36449,25,54
595,3931,36900,37336,25,55
3063,2382,36930,37026,25,56
8175,4666,36960,37122,25,57
595,5897,36990,37054,25,58
3063,8764,37020,37468,25,59
1594,2898,37800,38165,25,60
4641,9775,37830,38057,25,61
595,3931,37860,38296,25,62
4650,1789,37890,38291,25,63
595,5897,37920,37984,25,64
8175,5123,37950,38172,25,65
1607,602,38700,38940,25,66
2382,2634,40200,41189,25,67
4638,3685,40230,41296,25,68
3136,9010,40500,41426,25,69
9284,925,40530,41506,25,70
7778,10180,41400,41805,25,71
4709,2180,41700,42636,25,72
5103,225,42300,43154,25,73
10364,2588,42330,43449,25,74
7651,8879,43200,43882,25,75
7855,10484,43230,44117,25,76
807,4670,44100,44409,25,77
3606,9170,44130,45103,25,78
10393,4707,44160,44587,25,79
4649,4292,45000,45443,25,80
2690,4638,45030,45363,25,81
7026,5829,45900,46667,25,82
225,8663,45930,46673,25,83
8263,4819,46800,46954,25,84
6106,7776,46830,47067,25,85
4058,4671,47700,48500,25,86
595,4311,47730,47882,25,87
6204,9284,47760,48983,25,88
7999,10180,48300,48770,25,89
2534,6106,48600,49319,25,90
4671,2932,49500,50033,25,91
7919,3545,49530,50111,25,92
5097,6027,50400,50773,25,93
4699,4025,50430,51228,25,94
8764,3063,50460,50931,25,95
4134,152,50490,50984,25,96
5097,8773,50520,51125,25,97
595,7132,50550,51034,25,98
5714,595,50580,50944,25,99
4927,5468,51300,52125,25,100
4641,2012,51330,51738,25,101
4446,903,51360,52515,25,102
4134,152,51390,51884,25,103
1446,4358,51420,52586,25,104
1693,7855,51450,52561,25,105
4446,6150,52200,52478,25,106
6286,152,52230,53170,25,107
7778,2987,52800,54049,25,108
9247,9147,53100,53137,25,109
921,4925,53130,53773,25,110
6431,7127,54000,54929,25,111
5688,8259,54030,54378,25,112
10686,3381,54060,54886,25,113
4650,4313,54900,55357,25,114
4638,6950,55500,56445,25,115
4638,7777,55800,56024,25,116
10317,790,55830,56185,25,117
4641,2743,55860,56354,25,118
2311,5291,57600,58135,25,119
2898,1594,57630,57995,25,120
8179,4082,58200,59299,25,121
4446,5139,59400,59934,25,122
6307,5727,59430,60112,25,123
2787,8603,59460,60092,25,124
2787,8141,59490,60608,25,125
1446,8879,59520,60492,25,126
6204,9284,60300,61523,25,127
1831,5230,60330,60520,25,128
9010,3136,62100,63001,25,129
8879,7651,63000,63681,25,130
5864,1592,63030,63708,25,131
8179,4082,66600,67699,25,132
10686,6443,67500,68251,25,133
595,2679,67530,67797,25,134
595,7450,67560,67650,25,135
1680,5736,73800,74141,25,136
4865,4691,75600,76169,25,137
8603,225,76500,76742,25,138
4855,9147,77400,77632,25,139
5897,595,15600,15664,26,0
3053,595,16200,16442,26,1
3053,595,17100,17342,26,2
1789,4650,19800,20201,26,3
9147,8537,20700,21345,26,4
1309,1695,22500,22874,26,5
1905,10243,23400,23513,26,6
1195,8958,24300,24891,26,7
8879,1446,26400,27324,26,8
6382,4134,27000,27466,26,9
2770,3603,27030,27342,26,10
6361,2887,27060,27281,26,11
2771,1779,27090,27809,26,12
6683,1726,27120,28015,26,13
2770,3996,27900,28071,26,14
8603,2787,27930,28577,26,15
6950,5097,28800,29606,26,16
6457,4855,28830,29689,26,17
4358,1446,28860,30043,26,18
3287,1917,28890,29263,26,19
6464,9895,28920,29889,26,20
9284,4638,28950,30045,26,21
9284,6204,28980,30176,26,22
2629,1695,29010,29139,26,23
9118,4918,29040,30147,26,24
6027,5097,29070,29443,26,25
1607,1098,29700,29825,26,26
2936,2787,29730,30561,26,27
1045,4650,29760,29837,26,28
10543,9333,29790,30067,26,29
8796,3741,30600,31148,26,30
595,3746,30630,30787,26,31
2987,7778,31500,32770,26,32
10496,10491,32400,32517,26,33
4913,1313,32430,33663,26,34
2743,4641,32460,32954,26,35
6955,517,32490,33272,26,36
3545,7919,32520,33093,26,37
3780,9442,32550,32986,26,38
921,9511,32580,32643,26,39
6396,10496,32610,33225,26,40
4913,6135,32640,33901,26,41
2385,4647,33300,33354,26,42
3983,2605,33330,33583,26,43
8410,7875,33360,34554,26,44
8259,2898,33390,33689,26,45
5715,8175,33420,33571,26,46
3381,9170,33450,34082,26,47
4313,4650,33480,33936,26,48
2545,595,33510,33852,26,49
5718,10686,33540,34275,26,50
7132,595,33570,34054,26,51
10496,5598,34200,34927,26,52
8263,855,34230,34633,26,53
6150,4446,34260,34538,26,54
3158,7253,34290,34421,26,55
6464,4701,34320,34686,26,56
2012,4641,34350,34709,26,57
5230,595,34380,34462,26,58
2960,2898,34410,34632,26,59
7777,3896,34440,34708,26,60
8768,3063,34500,34998,26,61
4311,595,34800,34952,26,62
790,10317,35100,35456,26,63
8175,4666,35130,35292,26,64
3891,225,36000,37004,26,65
8958,5468,36030,37171,26,66
5103,225,36060,36914,26,67
1564,225,36090,36258,26,68
6903,1098,36120,36323,26,69
6932,1986,36150,36421,26,70
6383,8755,36180,36940,26,71
9284,10638,36210,36695,26,72
595,3053,36900,37142,26,73
10718,225,36930,37784,26,74
5003,8508,36960,37259,26,75
595,3931,36990,37426,26,76
8175,5856,37020,37604,26,77
790,8891,37050,37435,26,78
4925,1857,37080,37360,26,79
10496,2727,37110,37823,26,80
5756,6932,37140,38101,26,81
10496,8847,37170,38191,26,82
3063,8764,37200,37648,26,83
1594,2898,37500,37865,26,84
1594,2898,37800,38165,26,85
4650,9775,37823,37975,26,86
4414,3741,37846,38314,26,87
8175,2588,37869,37993,26,88
595,5839,37892,38475,26,89
7778,4639,37915,38160,26,90
1607,602,37938,38178,26,91
6167,3482,37961,38449,26,92
7778,1190,37984,38431,26,93
4641,7344,38007,38479,26,94
6884,10317,38030,38319,26,95
595,2726,38053,38590,26,96
1425,855,38076,38614,26,97
5346,2898,38100,38178,26,98
7184,8327,38400,38516,26,99
7893,6932,38430,39099,26,100
8764,1905,39600,40369,26,101
5718,10686,39630,40365,26,102
517,4925,39660,40598,26,103
7132,4650,39690,39958,26,104
7777,3452,39720,40079,26,105
1695,6950,40500,40815,26,106
2898,229,40530,40806,26,107
517,10006,41400,42365,26,108
1695,8327,41430,41779,26,109
4918,4639,42300,42520,26,110
6204,3381,42330,42529,26,111
1831,5230,42600,42790,26,112
7778,6449,42630,43306,26,113
6951,8663,44100,45001,26,114
7651,8879,44130,44812,26,115
5839,4638,44160,44422,26,116
1917,3287,44190,44545,26,117
1911,7184,44220,45140,26,118
7651,8879,45000,45682,26,119
2154,6313,45030,45710,26,120
10393,4707,45060,45487,26,121
7778,6541,45090,45523,26,122
8847,6264,45300,46082,26,123
4639,8518,45900,46178,26,124
10243,1905,46200,46300,26,125
10243,1905,46800,46900,26,126
5468,3948,46830,47223,26,127
1695,2629,46860,46989,26,128
8263,3152,46890,47084,26,129
5839,4638,46920,47182,26,130
7158,7960,46950,47660,26,131
8263,4819,46980,47134,26,132
5902,4638,47700,47959,26,133
7158,2898,47730,48036,26,134
4691,4865,47760,48315,26,135
4089,6431,47790,48877,26,136
4641,3955,47820,48315,26,137
5913,2810,47850,48347,26,138
820,1190,48000,48204,26,139
8931,1726,48030,49410,26,140
3741,8796,48600,49146,26,141
7875,8410,48630,49812,26,142
1517,9284,48660,49606,26,143
4641,3955,48690,49185,26,144
5468,7875,49500,49915,26,145
2268,10686,49530,50579,26,146
4927,5468,50400,51225,26,147
595,5230,50430,50512,26,148
4638,5839,50460,50706,26,149
1892,4358,51300,52124,26,150
6274,6532,51330,51913,26,151
1993,2634,51360,52332,26,152
1190,820,51390,51594,26,153
4918,5384,51420,52375,26,154
4641,2743,51450,51944,26,155
4870,6094,51480,52007,26,156
4647,2385,52200,52254,26,157
4870,6094,52230,52757,26,158
4649,769,52260,52633,26,159
9723,5468,52290,53028,26,160
4650,4313,52320,52777,26,161
4446,5139,52350,52884,26,162
2927,4707,52380,52777,26,163
4669,6151,53100,53643,26,164
921,4925,53130,53773,26,165
2898,3308,53160,53282,26,166
921,4925,54000,54643,26,167
6431,7127,54030,54959,26,168
6817,4637,54060,54428,26,169
928,6932,54090,54445,26,170
8175,5715,54120,54271,26,171
2851,4120,54300,54888,26,172
8958,4794,54900,55815,26,173
4536,4638,55800,56232,26,174
3996,2770,55830,56001,26,175
8958,4794,55860,56775,26,176
8175,5715,55890,56041,26,177
2898,1941,55920,56326,26,178
4650,4500,55950,56134,26,179
4641,7778,55980,56279,26,180
10317,3442,56010,56096,26,181
8537,9147,56040,56682,26,182
4641,3957,56070,56356,26,183
8768,1232,56100,56657,26,184
2898,7777,56130,56479,26,185
5550,1678,56700,57365,26,186
7524,6307,57600,58306,26,187
3996,2770,57630,57801,26,188
7893,6950,57660,57776,26,189
9895,6464,58200,59166,26,190
2787,2936,59400,60272,26,191
2887,6361,59430,59670,26,192
2787,8603,59460,60092,26,193
2787,8141,59490,60608,26,194
2787,4358,59520,60248,26,195
9895,6464,59550,60516,26,196
1446,8879,59580,60552,26,197
1446,8879,60000,60972,26,198
4707,10393,61200,61628,26,199
4707,10393,62100,62528,26,200
1857,4925,63600,63939,26,201
4927,1704,64800,65713,26,202
8179,4082,67500,68599,26,203
9895,8603,68400,69015,26,204
1680,5736,73800,74141,26,205
3297,3603,75600,75696,26,206
4865,4691,75630,76199,26,207
3828,2770,75660,75884,26,208
8603,225,76500,76742,26,209
933,595,15600,16141,27,0
5839,595,15630,16181,27,1
236,595,16500,17024,27,2
5586,595,17400,17677,27,3
5123,8175,18900,19122,27,4
229,2898,18930,19199,27,5
5856,8175,19800,20358,27,6
4666,8175,19830,19992,27,7
1789,4650,19860,20261,27,8
2588,8175,19890,20014,27,9
2726,595,19920,20441,27,10
9147,8537,20700,21345,27,11
3498,1695,20730,21488,27,12
1309,1695,22500,22874,27,13
6532,6274,22530,23113,27,14
6382,4134,26100,26566,27,15
5139,4446,26130,26664,27,16
3328,4648,27000,27874,27,17
8773,5097,27030,27635,27,18
1704,4927,27060,27974,27,19
7127,6431,27090,28020,27,20
9284,6204,27900,29096,27,21
8603,2787,27930,28577,27,22
2544,2771,27960,28433,27,23
5468,3114,28800,29266,27,24
6027,5097,28830,29203,27,25
9118,4918,28860,29967,27,26
6464,9895,28890,29859,27,27
3287,1917,28920,29293,27,28
6955,2787,28950,29433,27,29
3721,5097,28980,29920,27,30
2629,1695,29700,29829,27,31
7026,7875,29730,30056,27,32
10496,5963,29760,30304,27,33
3721,5097,29790,30730,27,34
1045,4650,29820,29897,27,35
8559,1726,30600,30701,27,36
8796,3741,30630,31178,27,37
9284,925,30660,31636,27,38
4819,8263,30690,30846,27,39
595,3746,30720,30877,27,40
3545,7919,32400,32973,27,41
903,4446,32430,33571,27,42
6881,517,33300,33755,27,43
7777,517,33330,34227,27,44
3955,8175,33360,33901,27,45
7087,7893,33390,33784,27,46
3983,2605,33420,33673,27,47
8410,7875,33450,34644,27,48
4092,4641,33480,33879,27,49
4313,4650,33510,33966,27,50
7132,595,33540,34024,27,51
2382,7778,33600,34250,27,52
2960,2898,34200,34422,27,53
2012,4641,34230,34589,27,54
6383,10237,34260,34936,27,55
7579,9272,34290,34486,27,56
2898,5346,34320,34398,27,57
4500,4650,34350,34534,27,58
3442,10317,35100,35186,27,59
790,10317,35130,35486,27,60
7777,2898,35160,35479,27,61
4536,4638,36000,36432,27,62
2714,2493,36030,36617,27,63
595,236,36060,36543,27,64
595,3053,36090,36332,27,65
5654,2898,36600,37000,27,66
6443,8847,36900,37980,27,67
4541,6106,36930,37404,27,68
595,3053,36960,37202,27,69
3891,225,36990,37994,27,70
8175,2588,37020,37144,27,71
1678,5550,37050,37741,27,72
1607,602,37800,38040,27,73
4650,1789,37830,38231,27,74
4650,9775,37860,38012,27,75
769,4707,38700,39040,27,76
2493,1526,38730,39519,27,77
8773,3922,38760,39495,27,78
6873,1190,38790,39258,27,79
3136,9010,39600,40526,27,80
5718,10686,39630,40365,27,81
5477,10243,40500,41051,27,82
4378,2387,40530,41437,27,83
4925,921,40560,41141,27,84
6204,6398,41400,42400,27,85
4641,7344,41430,41902,27,86
8773,2634,41460,41920,27,87
4649,7032,41700,42480,27,88
1695,2629,42000,42129,27,89
4638,1780,42300,42753,27,90
7778,6449,42600,43276,27,91
3158,9715,43200,43390,27,92
2428,4707,43230,44051,27,93
8266,6106,43260,43540,27,94
2882,1695,44100,44309,27,95
5736,4638,44130,44389,27,96
7651,8879,44160,44842,27,97
2896,4639,44190,44616,27,98
9715,6126,44880,45191,27,99
3122,8769,45000,45919,27,100
7778,6541,45030,45463,27,101
5097,6027,45060,45433,27,102
5097,1607,45090,46099,27,103
3114,929,45120,45197,27,104
7855,1726,45900,47016,27,105
1917,3287,46800,47155,27,106
855,9500,46830,47849,27,107
880,7778,46860,47446,27,108
10180,5468,46890,46946,27,109
1695,2629,46920,47049,27,110
8263,4819,46950,47104,27,111
8263,3152,46980,47174,27,112
3456,1726,47010,47887,27,113
7184,8768,47100,47430,27,114
2057,6106,47700,48347,27,115
7524,6307,47730,48436,27,116
5963,6177,48600,49074,27,117
4641,3955,48630,49125,27,118
4647,2385,48660,48714,27,119
8847,6264,48690,49472,27,120
7960,2314,48720,49577,27,121
225,8663,48900,49643,27,122
4446,903,49500,50655,27,123
5714,595,49530,49894,27,124
4641,3955,49560,50055,27,125
7919,3545,49590,50171,27,126
595,7132,50400,50884,27,127
5736,1680,50430,50775,27,128
595,5230,50460,50542,27,129
595,4311,50490,50642,27,130
2536,747,50520,51001,27,131
5714,595,50550,50914,27,132
5097,6027,50580,50953,27,133
6274,6532,50610,51193,27,134
2605,3983,51300,51502,27,135
4870,6094,51330,51857,27,136
4650,4500,51360,51544,27,137
595,1987,51390,51456,27,138
4134,152,51420,51914,27,139
4650,4313,51450,51907,27,140
4650,4313,52200,52657,27,141
3996,1190,52230,52725,27,142
8603,7137,52260,52724,27,143
925,7893,52290,53095,27,144
595,1987,52320,52386,27,145
8958,1195,52500,53063,27,146
8122,8266,52800,53043,27,147
595,1987,52830,52896,27,148
5097,3721,53100,54013,27,149
1446,4358,53130,54296,27,150
5688,8259,53160,53508,27,151
8769,3122,54000,54897,27,152
8825,4638,54030,55030,27,153
5688,8259,54060,54408,27,154
5097,3721,54090,55003,27,155
225,10718,54600,55451,27,156
3996,2770,54900,55071,27,157
4035,9284,54930,56345,27,158
2898,2960,54960,55182,27,159
5912,4925,54990,55750,27,160
10317,6884,55020,55309,27,161
2898,7777,55800,56149,27,162
10317,790,55830,56185,27,163
2898,1941,55860,56266,27,164
4536,4638,55890,56322,27,165
4641,3957,55920,56206,27,166
3640,3996,55950,56337,27,167
2898,1594,57600,57965,27,168
8215,4925,58500,59536,27,169
2887,6361,59400,59640,27,170
4446,5139,59430,59964,27,171
2787,6955,59460,59943,27,172
1446,8879,59490,60462,27,173
6431,8931,59520,60902,27,174
2787,8141,59550,60668,27,175
8179,4082,60300,61399,27,176
1831,5230,61200,61390,27,177
4707,10393,61800,62228,27,178
8879,7651,63000,63681,27,179
595,2679,66600,66867,27,180
595,7450,67500,67590,27,181
1188,5429,73800,74109,27,182
1680,5736,73830,74171,27,183
4865,4691,75600,76169,27,184
5839,595,15300,15851,28,0
3931,595,16260,16681,28,1
229,2898,18900,19169,28,2
5123,8175,18930,19152,28,3
2726,595,18960,19481,28,4
4666,8175,19500,19662,28,5
2588,8175,19800,19924,28,6
4666,8175,19830,19992,28,7
5346,2898,19860,19938,28,8
9147,8537,20700,21345,28,9
1905,10243,23400,23513,28,10
1195,8958,24300,24891,28,11
8879,1446,26400,27324,28,12
6683,921,27000,27354,28,13
2770,3603,27030,27342,28,14
225,8603,27060,27302,28,15
3891,225,27090,28094,28,16
6382,4134,27120,27586,28,17
5468,8958,28800,29956,28,18
3122,3972,28830,29006,28,19
3721,5097,28860,29800,28,20
2936,2787,28890,29721,28,21
3287,1917,28920,29293,28,22
9284,4638,28950,30045,28,23
6955,2787,28980,29463,28,24
4082,8179,29700,30846,28,25
2629,1695,29730,29859,28,26
8796,3741,30600,31148,28,27
595,3746,30630,30787,28,28
4819,8263,30660,30816,28,29
6383,8755,31500,32260,28,30
3545,7919,32400,32973,28,31
4313,4650,32430,32886,28,32
7132,595,32460,32944,28,33
903,4446,32490,33631,28,34
1928,9046,32520,32973,28,35
